932936,69782
305765,436307
661368,660233
125193,108203
730116,415357
258606,673609
765517,134044
348720,442658
683336,653095
229379,127270
747986,405270
377990,650090
842465,139638
333482,446940
659182,574552
165104,146820
614327,520534
977747,76257
498629,435933
37271,51053
529746,363841
53437,606414
597663,128000
161983,551550
756198,8132
236514,357922
637632,643916
89519,128837
581831,443895
44493,632372
581518,117746
77775,483200
592216,38397
62960,470346
602207,677885
70255,121013
534244,362595
104333,581578
573226,67027
38795,422722
609134,695683
74917,128505
597491,475940
217381,684244
821501,86046
372547,476184
700979,668413
271539,131979
869625,436230
302290,18769
780033,403851
294229,697510
748170,114846
252017,437231
729550,67190
245866,366797
569972,695559
105196,216633
673784,537408
185189,7429
722937,387498
249727,651051
738492,149733
336252,508195
774275,19254
285592,404000
681066,653939
227063,133377
787689,521694
243724,35335
781095,364862
268292,640982
813415,141933
305435,463913
872934,17453
359831,330785
679713,604489
167907,96899
660186,436159
139734,617530
567194,99689
110060,398704
520928,614888
51631,51074
540770,481246
164036,4560
681376,390047
223423,616905
668896,109623
103379,497972
688221,55407
234568,443596
825946,4201
490587,446633
4824,8350
515664,394630
82066,608853
576610,46568
78732,340213
645336,602755
146953,145877
595436,451569
78406,10977
693730,408769
189061,609770
649972,97229
139519,450294
611001,629925
125770,116671
690379,441905
81156,16647
608956,369482
201663,655362
731856,146554
213432,458014
637760,690457
203058,124077
724562,402311
257133,14625
767557,429825
298405,15140
869718,383186
446239,587166
937413,103380
492312,368483
8087,541879
457678,59530
20870,444530
625540,664486
242580,135783
754810,459568
350209,3959
866543,313382
413966,599745
916260,60497
405752,395861
687581,674479
256650,177027
873038,478472
511733,674477
92420,156376
643327,484845
235702,45546
623339,395184
127333,662517
620278,170291
116061,454114
573283,650910
993551,135017
487020,432285
10240,649865
595541,164198
187184,525535
706908,89301
184993,436916
555780,668555
115154,86960
686861,397235
178303,602640
670962,144514
92719,435038
578298,662364
141596,122001
675681,445178
247692,21071
869478,408839
464827,647210
528,64724
551915,476290
7959,9721
595546,362351
125822,623752
682313,135120
227716,444973
666616,699271
151659,118126
706212,440537
202866,647623
786579,119346
284889,431363
638160,656881
111788,148578
601085,531827
171149,77006
733478,420692
242577,655795
761488,171727
363505,481942
722222,639043
358057,187726
30616,451958
592009,41643
199491,395199
606728,604462
65449,149841
513642,516734
985678,15166
558949,424155
58935,6948
583493,326309
109660,606990
624706,147181
191684,465299
785573,9173
293294,356087
620675,603330
50994,143372
576097,468871
992792,9631
435806,399129
853504,28108
335552,410958
601989,578001
162266,35398
691369,424203
254395,656965
762833,111528
302266,430876
617516,689471
123403,172055
618000,502319
129542,18285
729268,357995
269280,661266
775764,120969
350683,388228
649056,634955
117857,53547
563655,363614
31069,693255
542185,135382
31032,454660
638478,627223
155188,52490
611441,388541
113296,651597
744275,131510
237704,455540
610498,641275
85550,94205
503651,476669
32295,693175
521538,184753
962750,523933
390309,35851
947128,372475
556996,614557
121170,5370
649445,368948
194634,631235
754246,156517
270498,509475
728612,32696
287896,413298
684597,664887
244193,121355
723411,394923
224217,699081
694966,48893
258100,360961
601107,648966
134695,86292
599601,448058
60921,694774
561224,191990
87782,482325
638113,30557
121657,334081
628631,617763
206662,111068
769839,421924
366873,623195
892870,90253
417033,418480
788814,694894
295692,213023
840363,488024
401917,688375
871366,141700
412113,409947
669873,625546
229010,67944
591884,357120
61157,597309
589286,25287
106200,368783
546504,623965
35570,135456
528482,408292
61666,672692
616249,115994
85298,431323
533617,613554
43266,121095
568456,423953
10447,659000
477341,177615
989181,489561
510709,13677
984141,329889
361931,606145
999991,55005
543580,410195
41411,626190
650737,87248
145840,394971
638915,686597
121338,153196
660247,490504
70885,672288
539176,210994
999150,522702
526138,29480
41880,382332
511118,615456
974371,123041
580704,421887
161741,50436
624880,351222
117145,15951
664709,356813
271234,629590
786775,108318
235466,386260
573776,663641
165981,106793
694112,485896
190501,643322
763246,114232
301320,468227
720433,682531
257477,157319
815874,459458
325552,633064
824981,125144
395642,374783
667474,634832
272782,108480
796449,385257
262613,571030
803950,133079
301241,501751
809339,17347
327806,365383
693153,673033
173692,101373
659181,416911
124608,688813
620731,198127
110244,474193
631621,41313
168041,438540
596544,667595
186300,191673
670989,461196
205827,14013
792411,329870
311523,644211
883555,79215
409765,465903
798603,666299
371108,137567
859604,394716
370149,606126
822428,99343
244677,390401
566506,671324
152649,171533
658289,453049
218153,671292
715066,144732
205930,520669
790661,38968
251725,360703
593826,641824
80674,86484
639147,445464
223746,685183
700916,198250
242244,500368
800186,37457
337442,316662
661558,615544
119253,85765
669627,372544
185268,574846
712835,17505
178165,352275
571146,636817
58129,167056
583953,482755
17105,809
465689,391542
786005,679740
335811,184183
762512,483577
379014,45017
885868,436333
485387,679381
964137,159705
446610,479812
1992,685822
611413,111455
135174,437621
590971,673581
89539,127252
636286,438541
230780,656826
718976,72223
219220,403938
661864,619219
188984,111269
685870,465002
311827,691305
843179,145096
361417,407444
766602,578281
249085,74870
827720,407219
395573,602593
921481,119126
417292,472511
970633,39854
449988,394816
865158,46829
400027,386927
763040,634330
376234,83365
870239,410307
371586,598233
787678,28475
331065,438215
665061,692605
125847,136306
659359,480827
224200,33907
756442,435339
300701,11470
813529,415113
327251,658801
753363,144486
308516,440281
634892,682927
123222,109009
665542,354385
290088,580281
838721,109230
294619,384941
678242,640579
234067,134341
642587,494286
190084,15603
681559,352237
227160,563389
685137,83675
251657,458204
670574,669979
297216,169103
895913,442703
343345,616708
788578,103636
259845,410179
636492,630085
88868,84536
647878,468603
218871,32645
782975,399223
298791,582623
866229,77783
398838,472028
951467,32047
425378,391826
690512,688342
79392,135415
646278,444708
169548,669950
699962,58431
265752,482879
645667,673945
211260,111522
696218,487092
104200,2627
580173,384437
115509,604754
646274,37324
184320,414008
653813,687985
151850,104977
754149,444859
251378,694411
673815,145819
225820,450918
530593,690365
111036,153241
578067,443335
111464,676485
704643,97585
164654,440054
561604,681099
69353,106196
581877,454234
78260,29190
547814,445271
88409,619175
611542,92210
235555,438283
695814,52326
196680,405771
625073,567688
205838,71357
715298,393323
234932,652096
790927,140319
288634,441345
698416,656693
164243,181806
709724,465547
182872,652932
769612,78093
207362,445167
735293,10863
242376,379241
633325,597519
167026,91936
670362,447596
106037,675511
578054,222454
36823,527339
606835,5284
95132,417113
613917,13340
56256,347820
587591,570245
121472,40964
647215,367772
131615,554628
617243,43360
124131,384117
649795,1066
267529,294363
864241,535492
369868,55367
986715,395306
435820,650355
874435,165544
338987,515006
727126,679142
197174,60349
700033,364674
214778,618974
796266,97607
345754,394054
698433,662813
256329,198782
711273,472190
300392,57703
779534,392011
144167,657486
563831,122662
54471,399881
576735,679775
35974,213724
577155,487378
126110,17376
618915,383294
165724,638148
624779,120483
126715,445774
517489,646293
948214,137806
481940,475161
28113,17001
539190,346991
174475,589822
743065,65400
293669,422027
577120,669070
49479,68653
547587,435068
797824,664497
266246,169211
699711,478661
284140,656653
855256,49283
455631,392000
753168,617558
318571,117935
741925,477203
270600,682709
834523,164657
406633,510929
937329,34481
551108,401689
87787,657516
626792,111927
126723,498020
556421,69838
91578,406641
623203,652969
183628,119688
782656,402894
342020,590108
661170,698147
209519,131970
741458,461793
350758,688199
813743,181846
310204,557751
735247,56110
289139,361180
631332,645130
232701,169341
838719,472343
461231,693102
24024,161514
592195,464067
110005,681550
630261,126074
216014,440482
568940,699140
89806,209663
533532,565877
4136,107828
583089,383235
99967,606309
591200,67873
70684,418803
562550,647344
101174,161379
632872,464363
146959,16588
708534,289377
196326,604027
663140,96944
106489,402665
566896,681496
62352,140641
653855,510081
216040,672855
732078,123782
260926,427163
740699,40002
185298,385457
573728,590537
30623,91467
522702,434466
778999,672144
319647,142751
894158,507440
489810,692824
38571,155404
515427,501473
134975,11003
630544,396087
138903,687816
774299,117639
268013,432497
630020,642000
